,line_id,c1,c2,c3,c4,c5,c6,c7,c8,text,cb1,cb2,cb3,cb4,cb5,cb6,cb7,cb8,page_id,filepath,fontsize,spacing_upper,spacing_lower,class
9556,r0_004,521,302,798,302,798,332,521,332,Oder nur fal?che Lieb',1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,30,43,43,
9547,r0_005,520,346,748,346,748,375,520,375,Bei mir ver?pür?t!,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,29,43,42,
9545,r0_006,521,386,919,386,919,417,521,417,"Ob?chon das Glück nicht wollt',",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,31,42,44,
9565,r0_007,520,429,861,429,861,461,520,461,Daß ich dein werden ?ollt'.,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,32,44,42,
9549,r0_008,521,472,843,472,843,503,521,503,So lieb' ich dennoch dich.,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,31,42,43,
9572,r0_009,521,514,742,514,742,546,521,546,Glaub's ?icherlich!,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,32,43,59,
9544,r0_010,467,575,813,575,813,605,467,605,"Nach meinem Tod alsdann,",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,30,59,43,
9552,r0_011,520,617,826,617,826,648,520,648,Damit man ?agen kann.,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,31,43,41,
9542,r0_012,519,658,820,658,820,689,519,689,Auf meiner Todtenbahr',1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,31,41,44,
9548,r0_013,520,700,786,700,786,733,520,733,Die Grab?chrift ?teh':,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,33,44,42,
9570,r0_014,507,741,816,741,816,775,507,775,"Hier liegt begraben ein,",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,34,42,43,
9551,r0_015,519,787,820,787,820,818,519,818,"Den ich geliebt ?o fein,",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,31,43,42,
9563,r0_016,519,828,786,828,786,860,519,860,Den ich geliebet hab',1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,32,42,37,
9564,r0_017,519,872,749,872,749,897,519,897,Bis in das Grab.,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,25,37,35,
9568,r0_018,775,913,901,913,901,932,775,932,Wunderhorn,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,19,35,101,
9561,r0_019,475,997,871,997,871,1033,475,1033,Der ver?chwundene Stern.,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,36,101,60,
9546,r0_020,435,1048,916,1048,916,1093,435,1093,"(o ?and ein Sternlein am Himmel,",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,45,60,43,
9543,r0_021,487,1106,811,1106,811,1136,487,1136,Ein Sternlein guter Art;,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,30,43,43,
9555,r0_022,485,1149,854,1149,854,1179,485,1179,"Das thät ?o lieblich ?cheinen,",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,30,43,43,
9557,r0_023,485,1192,790,1192,790,1222,485,1222,So lieblich und ?o zart.,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,30,43,43,
9560,r0_024,432,1235,719,1235,719,1265,432,1265,Jch wußte ?eine Stelle,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,30,43,42,
9562,r0_025,487,1277,831,1277,831,1307,487,1307,"Am Himmel, wo es ?tand,",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,30,42,40,
9554,r0_026,485,1320,868,1320,868,1347,485,1347,Trat Abends vor die Schwelle,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,27,40,45,
9569,r0_027,486,1361,821,1361,821,1392,486,1392,"Und ?uchte, bis ich's fand.",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,31,45,43,
9553,r0_028,434,1406,810,1406,810,1435,434,1435,"Und blieb dann lange ?tehen,",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,29,43,49,
9559,r0_029,484,1446,826,1446,826,1484,484,1484,"Hatt' große Freud' in mir,",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,38,49,37,
9550,r0_030,485,1490,809,1490,809,1521,485,1521,"Das Sternlein anzu?ehen,",1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,31,37,38,
9567,r0_031,487,1532,786,1532,786,1559,487,1559,Und dankte Gott dafür.,1,1,1247,1,1247,1758,1,1758,321,/home/konle/Dropbox/OCR_lyric_res/polko/0324.xml,27,38,0,
9589,r0_001,498,159,685,159,685,182,498,182,— 305 —,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,23,0,73,
9602,r0_002,350,222,756,222,756,255,350,255,"Das Sternlein i?t ver?chwunden,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,33,73,43,
9597,r0_003,400,267,691,267,691,298,400,298,"Jch ?uche hin und her,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,31,43,43,
9587,r0_004,401,309,732,309,732,341,401,341,"Wo ich es ?on?t gefunden,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,32,43,43,
9578,r0_005,401,351,780,351,780,384,401,384,Und find' es nun nicht mehr.,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,33,43,31,
9576,r0_006,704,394,827,394,827,415,704,415,Wunderhorn.,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,21,31,103,
9596,r0_007,370,481,800,481,800,518,370,518,Wenn ich ein Vöglein wär'.,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,37,103,61,
9580,r0_008,365,531,796,531,796,579,365,579,Jdenn ich ein Vöglein wär',1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,48,61,43,
9603,r0_009,414,590,795,590,795,622,414,622,"Und auch zwei Flüglein hätt',",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,32,43,42,
9575,r0_010,416,632,631,632,631,664,416,664,Flög' ich zu dir;,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,32,42,42,
9583,r0_011,416,675,772,675,772,706,416,706,"Weil's aber nicht kann ?ein,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,31,42,42,
9573,r0_012,414,717,630,717,630,748,414,748,Bleib' ich allhier.,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,31,42,43,
9579,r0_013,363,761,726,761,726,791,363,791,"Bin ich gleich weit von dir,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,30,43,44,
9601,r0_014,416,804,787,804,787,835,416,835,"Bin ich doch im Schlaf bei dir,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,31,44,38,
9582,r0_015,416,846,646,846,646,873,416,873,Und red' mit dir;,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,27,38,47,
9594,r0_016,417,887,726,887,726,920,417,920,"Wenn ich erwachen thu',",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,33,47,42,
9595,r0_017,416,933,598,933,598,962,416,962,Bin ich allein.,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,29,42,44,
9599,r0_018,364,973,822,973,822,1006,364,1006,"Es vergeht keine Stund' in der Nacht,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,33,44,43,
9592,r0_019,416,1018,770,1018,770,1049,416,1049,Da nicht mein Herz erwacht,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,31,43,42,
9577,r0_020,416,1061,680,1061,680,1091,416,1091,"Und an dich gedenkt,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,30,42,42,
9574,r0_021,414,1104,803,1104,803,1133,414,1133,Daß du mir viel tau?end Mal,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,29,42,44,
9586,r0_022,414,1146,664,1146,664,1177,414,1177,Dein Herz ge?chenkt.,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,31,44,31,
9588,r0_023,701,1188,1002,1188,1002,1208,701,1208,Wunderhorn. —,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,20,31,95,
9591,r0_024,473,1267,704,1267,704,1303,473,1303,Das Vogelne?t.,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,36,95,64,
9593,r0_025,299,1318,703,1318,703,1367,299,1367,"Her ve?te Vogel, den ich weiß.",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,49,64,39,
9585,r0_026,347,1376,706,1376,706,1406,347,1406,"Der hat kein bunt Gefieder,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,30,39,44,
9600,r0_027,348,1416,893,1416,893,1450,348,1450,"Sein Kleid i?t ?chlicht, ?ein Ton i?t leis,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,34,44,42,
9584,r0_028,347,1461,687,1461,687,1492,347,1492,Doch ?üß ?ind ?eine Lieder.,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,31,42,43,
9590,r0_029,288,1504,720,1504,720,1535,288,1535,"Der Vogel fliegt am Bache nicht,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,31,43,44,
9581,r0_030,349,1547,742,1547,742,1579,349,1579,"Sitzt nicht auf grünen Weiden,",1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,32,44,35,
9598,r0_031,809,1589,1024,1589,1024,1614,809,1614,20,1,1,1247,1,1247,1758,1,1758,322,/home/konle/Dropbox/OCR_lyric_res/polko/0325.xml,25,35,0,
9620,r0_001,578,149,908,149,908,172,578,172,— 306 —,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,23,0,81,
9632,r0_002,444,207,937,207,937,253,444,253,"Er wohnet nicht im Buchwald dicht,",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,46,81,34,
9628,r0_003,443,253,869,253,869,287,443,287,"Streicht nicht auf grauer Haiden,",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,34,34,44,
9618,r0_004,383,299,893,299,893,331,383,331,Er ?ingt — i?t doch kein' Nachtigall —,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,32,44,42,
9609,r0_005,446,343,862,343,862,373,446,373,Bei Mondlicht und bei Sternen;,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,30,42,42,
9607,r0_006,449,386,834,386,834,415,449,415,"Er hat allein ?o ?üßen Schall,",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,29,42,43,
9627,r0_007,448,428,830,428,830,458,448,458,Kein Andrer kann ihn lernen.,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,30,43,44,
9611,r0_008,402,469,808,469,808,502,402,502,Er hat nur einen einz'gen Laut,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,33,44,42,
9633,r0_009,451,513,831,513,831,544,451,544,"Für alle Lu?t und Schmerzen,",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,31,42,46,
9606,r0_010,451,556,940,556,940,590,451,590,Und hat ?ein kleines Ne?t gebaut,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,34,46,39,
9614,r0_011,450,599,815,599,815,629,450,629,Jn meines Liebchens Herzen.,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,30,39,31,
9604,r0_012,722,639,871,639,871,660,722,660,Jeie Vahn. .,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,21,31,164,
9610,r0_013,565,789,780,789,780,824,565,824,Das Veilchen.,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,35,164,62,
9631,r0_014,406,839,845,839,845,886,406,886,Ein Veilchen auf der Wie?e ?tand,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,47,62,41,
9613,r0_015,454,898,850,898,850,927,454,927,"Gebückt in ?ich und unbekannt,",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,29,41,45,
9625,r0_016,458,940,833,940,833,972,458,972,Cs war ein herzig's Veilchen.,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,32,45,42,
9626,r0_017,453,983,828,983,828,1014,453,1014,Da kam eine junge Schäferin,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,31,42,43,
9629,r0_018,452,1026,944,1026,944,1057,452,1057,Mit leichtem Schritt und munterm Sinn,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,31,43,42,
9623,r0_019,451,1069,615,1069,615,1099,451,1099,"Daher, daher,",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,30,42,43,
9608,r0_020,453,1112,778,1112,778,1142,453,1142,"Die Wie?e her, und ?ang.",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,30,43,43,
9605,r0_021,407,1153,892,1153,892,1185,407,1185,"Ach! denkt das Veilchen, wär' ich nur",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,32,43,43,
9617,r0_022,455,1197,844,1197,844,1228,455,1228,"Die ?chön?te Blume der Natur,",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,31,43,42,
9619,r0_023,454,1240,838,1240,838,1270,454,1270,"Ach, nur ein kleines Weilchen,",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,30,42,44,
9622,r0_024,453,1283,878,1283,878,1314,453,1314,Bis mich das Liebchen abgepflückt,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,31,44,42,
9624,r0_025,454,1325,898,1325,898,1356,454,1356,Und an dem Bu?en matt gedrückt!,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,31,42,42,
9616,r0_026,455,1368,677,1368,677,1398,455,1398,"Ach nur, ach nur",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,30,42,44,
9630,r0_027,455,1411,788,1411,788,1442,455,1442,Ein Viertel?tündchen lang!,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,31,44,42,
9615,r0_028,406,1453,829,1453,829,1484,406,1484,Ach! aber ach! das Mädchen kam,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,31,42,43,
9621,r0_029,457,1496,952,1496,952,1527,457,1527,"Und nicht in Acht das Veilchen nahm,",1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,31,43,43,
9612,r0_030,456,1537,781,1537,781,1570,456,1570,Ertrat das arme Veilchen.,1,1,1231,1,1231,1757,1,1757,323,/home/konle/Dropbox/OCR_lyric_res/polko/0326.xml,33,43,0,
9652,r0_001,513,145,714,145,714,176,513,176,— 307 —,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,31,0,66,
9665,r0_002,349,210,861,210,861,242,349,242,Es ?ank und ?tarb und freut' ?ich noch:,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,32,66,42,
9660,r0_003,349,252,826,252,826,284,349,284,"Und ?terb' ich denn, ?o ?terb' ich doch",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,32,42,42,
9650,r0_004,348,297,599,297,599,326,348,326,"Durch ?ie, durch ?ie,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,29,42,43,
9641,r0_005,347,338,622,338,622,369,347,369,Zu ihren Füßen doch.,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,31,43,118,
9638,r0_006,440,443,710,443,710,487,440,487,Der Gärtner.,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,44,118,52,
9659,r0_007,350,491,729,491,729,539,350,539,Jlohin ich geh' und ?chane.,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,48,52,-147,
9643,r0_008,763,372,835,372,835,392,763,392,Goelhe.,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,20,-147,189,
9666,r0_009,398,552,790,552,790,581,398,581,"Jn Feld und Wald und Thal,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,29,189,43,
9637,r0_010,399,592,793,592,793,624,399,624,Vom Berg' hinab in die Aue:,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,32,43,42,
9646,r0_011,399,632,864,632,864,666,399,666,"Viel ?chöne, hohe Fraue,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,34,42,42,
9634,r0_012,399,677,756,677,756,708,399,708,Grüß' ich dich tau?end Mal.,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,31,42,43,
9642,r0_013,347,719,711,719,711,751,347,751,Jn meinem Garten find' ich,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,32,43,42,
9664,r0_014,399,761,778,761,778,793,399,793,"Viel Blumen, ?chön und fein,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,32,42,43,
9645,r0_015,398,805,847,805,847,836,398,836,Viel Kränze wohl d'raus wind' ich,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,31,43,43,
9657,r0_016,398,848,808,848,808,879,398,879,Und tau?end Gedanken bind' ich,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,31,43,42,
9658,r0_017,399,892,698,892,698,921,399,921,Und Grüße mit darein.,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,29,42,43,
9662,r0_018,346,934,690,934,690,964,346,964,"Jhr darf ich keinen reichen,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,30,43,43,
9655,r0_019,399,976,737,976,737,1007,399,1007,"Sie i?t zu hoch und ?chön,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,31,43,42,
9640,r0_020,397,1019,744,1019,744,1049,397,1049,"Die mü??en alle verbleichen,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,30,42,43,
9636,r0_021,397,1062,764,1062,764,1092,397,1092,Die Liebe nur ohne Gleichen,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,30,43,44,
9649,r0_022,397,1104,767,1104,767,1136,397,1136,Bleibt ewig im Herzen ?tehn.,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,32,44,42,
9651,r0_023,345,1145,729,1145,729,1178,345,1178,Jch ?chein' wohl froher Dinge,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,33,42,41,
9654,r0_024,398,1190,703,1190,703,1219,398,1219,"Und ?chaffe auf und ab,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,29,41,44,
9656,r0_025,398,1232,755,1232,755,1263,398,1263,"Und ob das Herz zer?pringe,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,31,44,43,
9648,r0_026,397,1275,712,1275,712,1306,397,1306,Jch grabe fort und ?inge,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,31,43,41,
9663,r0_027,401,1316,817,1316,817,1347,401,1347,Und grab mir bald mein Grab.,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,31,41,47,
9647,r0_028,494,1373,679,1373,679,1394,494,1394,,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,21,47,-14,
9653,r0_029,702,1358,976,1358,976,1380,702,1380,Jo?eph Frhr. v. Eichenderff.,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,22,-14,93,
9644,r0_030,478,1438,732,1438,732,1473,478,1473,Der Palmbaum.,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,35,93,52,
9661,r0_031,294,1474,846,1474,846,1525,294,1525,"Jennchen von Tharau i?t, die mir gefällt,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,51,52,40,
9635,r0_032,345,1534,916,1534,916,1565,345,1565,"Sie i?t mein Leben, mein Gut und mein Geld,",1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,31,40,33,
9639,r0_033,820,1576,862,1576,862,1598,820,1598,20*,1,1,1231,1,1231,1757,1,1757,324,/home/konle/Dropbox/OCR_lyric_res/polko/0327.xml,22,33,0,
9683,r0_001,564,147,752,147,752,171,564,171,— 308 —,1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,24,0,74,
9696,r0_002,348,213,891,213,891,245,348,245,Aennchen von Tharau hat wieder ihr Herz,1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,32,74,42,
9691,r0_003,398,255,969,255,969,287,398,287,Auf mich gerichtet in Lieb' und in Schmerz.,1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,32,42,42,
9681,r0_004,348,299,1006,299,1006,329,348,329,"Aennchen von Tharau, mein Reichthum, mein Gut,",1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,30,42,42,
9672,r0_005,396,342,1005,342,1005,371,396,371,"Du meine Seele, mein Flei?ch und mein Blut!",1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,29,42,44,
9670,r0_006,346,383,926,383,926,415,346,415,"Käm' alles Wetter gleich auf uns zu ?chlahn,",1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,32,44,43,
9690,r0_007,398,427,916,427,916,458,398,458,"Wir ?ind ge?innt, bei einander zu ?tahn.",1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,31,43,41,
9674,r0_008,346,469,904,469,904,499,346,499,"Krankheit, Verfolgung, Betrübniß und Pein",1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,30,41,44,
9697,r0_009,397,511,866,511,866,543,397,543,Soll un?rer Liebe Verknotigung ?ein.,1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,32,44,43,
9669,r0_010,348,555,938,555,938,586,348,586,"Recht als ein Palmbaum hoch über ?ich ?teigt,",1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,31,43,42,
9677,r0_011,395,597,895,597,895,628,395,628,"Je mehr ihn Hagel und Regen anficht,",1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,31,42,43,
9667,r0_012,346,638,930,638,930,671,346,671,"So wird die Lieb' in uns mächtig und groß,",1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,33,43,43,
9673,r0_013,394,683,999,683,999,714,394,714,"Durch Kreuz, durch Leiden, durch allerlei Noth.",1,1,1231,1,1231,1757,1,1757,325,/home/konle/Dropbox/OCR_lyric_res/polko/0328.xml,31,43,42,
